ilkid	gp	minutes	pts	reb	asts	turnover	fga	fgm
MURPHAL01 	29	248	113	47	13	27	114	43
MURPHAL01 	2	18	5	4	0	0	5	1
MURPHCA01 	1002	30607	17949	2103	4402	822	15030	7247
MURPHDI01 	31	0	34	0	8	0	75	15
MURPHJA01 	67	436	160	111	13	24	190	63
MURPHJO01 	20	0	32	0	0	0	40	11
MURPHRO01 	18	89	36	11	6	8	49	14
MURPHTO01 	191	4071	1049	941	183	112	872	396
MURPHTR01 	549	15904	6445	4624	857	733	5240	2322
MURRAKE01 	181	2118	1471	599	482	0	1617	541
MURRALA01 	736	18480	8286	3034	976	1207	7301	3137
MURRARO01 	412	9400	4071	824	961	651	3677	1538
MURRATR01 	659	12102	5943	1649	508	603	5070	2181
MURREDO01 	357	4486	1683	1555	226	0	1394	593
MURREWI01 	228	6747	2988	1655	233	275	2684	1250
MUSIAN01  	161	0	1359	0	117	0	1921	558
MUSTAJE01 	179	1902	721	452	99	144	635	285
MUTOMDI01 	1198	36789	11729	12359	1240	2173	8045	4169
MUURSMA01 	83	948	389	181	50	47	322	137
MYERSPE01 	377	6039	1804	671	807	465	1568	660
NABERBO01 	4	11	1	5	1	0	4	0
NACHABO01 	6	59	20	19	3	0	20	6
NACHBBO01 	318	5638	2254	837	283	280	1834	745
NAGELJE01 	14	0	13	0	18	0	28	6
NAGYFR01  	50	0	253	0	68	0	271	94
NAILOLE01 	305	5817	2622	935	298	320	2366	1121
NAJERED01 	520	9891	2770	2100	432	359	2223	1092
NANCELA01 	920	30697	15687	7352	2393	1711	11664	6370
NAPOLPA01 	1	0	0	0	0	0	0	0
NASHBO01  	219	2557	1036	483	147	129	1013	441
NASHBO01  	17	175	67	55	12	16	78	27
NASHCH01  	45	357	137	83	19	0	145	47
NASHCH01  	39	786	333	190	46	49	305	106
NASHST01  	934	29017	13438	2757	7504	2532	9971	4856
NATERSW01 	233	6878	3037	3043	281	555	2411	1282
NATERSW01 	489	13868	5943	5297	954	982	4528	2432
NATHAHO01 	5	15	13	0	2	8	9	5
NATTCA01  	599	18818	10291	4070	1306	1256	7580	4003
NATTKE01  	49	388	150	40	41	35	156	65
NAULLWI01 	716	20620	11305	6508	1114	0	11145	4526
NavarJu01 	82	2121	896	210	178	134	766	308
NDIAYMA01 	4	27	5	5	1	1	4	1
NDIAYMA02 	69	858	262	225	8	40	199	85
NDONGBO01 	22	151	50	37	7	6	53	22
NEALCR01  	63	625	158	45	155	73	158	59
NEALJI01  	80	1093	351	304	33	0	428	129
NEALLL01  	435	11015	4846	3370	632	102	4087	1981
NEALYED01 	540	6792	1451	1799	392	226	1111	553
NEGRAAL01 	11	0	31	0	5	0	69	13
NELSOBA01 	28	102	35	20	7	0	36	15
NelsoDe01 	13	172	53	24	13	15	54	24
NELSODO01 	1053	21685	10898	5192	1526	0	8373	4017
NELSOJA01 	329	9002	4051	997	1478	673	3356	1559
NELSOLO01 	224	4947	2113	527	436	48	1874	819
NELSORO01 	59	490	186	53	47	0	172	72
NEMBHRU01 	10	113	40	8	17	8	37	16
NEMELDI01 	39	504	216	59	57	0	213	82
NESBYTY01 	255	6659	2431	941	370	269	2271	918
NESSLMA01 	44	336	48	82	16	23	52	20
NESTERA01 	769	17572	5356	4054	811	732	4972	2489
NETOLBO01 	618	20554	9876	5518	848	859	8248	4058
NEUMAJO01 	372	9332	5558	1148	1177	1088	5075	2211
NEUMAJO01 	83	1153	464	86	168	22	483	196
NEUMAPA01 	451	11003	4989	1318	1453	0	4136	1827
NEVITCH01 	155	826	251	239	19	80	226	99
NEWBEME01 	33	311	119	37	57	32	113	42
NEWBIIV01 	134	1430	198	353	50	71	192	76
NEWBLIR01 	380	7650	1930	1114	342	288	1752	782
NEWLIMI01 	837	24574	12507	2494	3364	878	10133	4720
NEWMADA01 	31	457	234	157	28	0	209	100
NEWMADA01 	145	1771	769	521	100	0	771	312
NEWMAJO01 	1159	28435	12740	2536	1688	1656	9671	4456
NEWTOBI01 	35	190	73	65	14	17	71	31
NichoDe01 	18	62	22	7	2	4	32	9
NICHOJA01 	504	10703	5245	2782	964	0	5462	2013
NICKEGA01 	4	42	15	5	1	1	12	4
NICKSCA01 	156	2579	1067	297	249	228	973	450
NIEMARI01 	34	272	107	100	16	0	106	44
NIEMARI01 	153	2650	1123	979	142	27	945	456
NIEMIJO01 	115	0	686	0	212	0	681	225
NILESMI01 	44	231	115	58	15	25	138	48
NIMPHKU01 	564	11441	3602	2474	681	559	2981	1451
NIXDY01   	20	109	39	26	5	7	39	14
NIXONNO01 	768	27250	12065	1991	6386	2368	10805	5219
NoahJo01  	154	3473	1025	1022	190	171	739	384
NOBLECH01 	411	9212	3276	1075	1344	0	3937	1362
NOCIOAN01 	374	9530	4435	1890	493	605	3594	1575
NoelDa01  	68	791	182	123	65	40	176	64
NOELPA01  	201	32	661	85	140	0	889	259
NOLANJI01 	5	0	8	0	4	0	21	4
NOLENPA01 	1	2	0	1	0	0	1	0
NORDGJE01 	13	48	18	14	3	3	18	5
NORDMRO01 	133	1628	571	517	73	0	516	237
NORLAJO01 	217	0	1811	9	218	0	2007	659
NORMACO01 	99	1213	595	145	94	22	631	277
NORMAKE01 	646	18992	8717	3945	1355	1173	7695	3737
NORRIAU01 	187	2585	819	576	147	247	554	283
NORRIMO01 	444	7638	2272	868	1233	524	2033	816
NORRISY01 	17	189	40	43	6	19	43	18
NORWOWI01 	430	7341	3209	1597	364	56	2494	1218
NOSTRGE01 	221	0	1804	0	184	0	2222	678
NOSZKST01 	110	0	660	0	68	0	913	256
NOVAKMI01 	125	24	420	2	175	0	519	161
NovakSt01 	142	1610	678	186	52	31	548	243
NOWELME01 	76	1555	731	193	155	142	679	273
NOWELME01 	39	589	232	67	84	0	237	92
NOWITDI01 	839	30689	19084	7182	2247	1618	14038	6628
NUTTDE01  	25	91	57	8	16	10	40	16
NWOSUJU01 	23	84	31	24	3	9	28	9
OAKLECH01 	1282	40282	12417	12205	3217	2785	10263	4835
OBANCH01  	48	399	120	67	29	17	125	50
OBANED01  	128	2061	634	315	102	82	679	249
OBERTFA01 	273	4171	991	1063	249	185	774	443
OBOYJO01  	5	97	21	10	5	0	26	8
OBRIBO01  	46	0	81	0	10	0	131	27
OBRIEJI01 	303	6148	1795	618	1244	534	1791	720
OBRIEJI02 	58	665	268	138	87	81	240	103
OBRIRA01  	119	2335	848	192	180	0	899	324
OBryaPa01 	80	480	171	116	24	37	145	72
OCONDE01  	82	0	473	0	156	0	740	198
OdenGr01  	61	1312	540	424	31	87	351	198
ODOMLA01  	665	24265	10057	5858	2812	1825	8046	3727
ODONAN01  	25	0	90	0	17	0	108	38
OGDENCA01 	74	490	257	106	48	0	238	106
OGDENRA01 	32	162	42	32	9	0	71	17
OGGAL01   	80	657	175	133	13	30	152	75
OGRAFR01  	146	0	537	0	97	0	781	207
OHANLFR01 	14	101	22	4	13	0	22	8
OHLDO01   	727	22413	11549	2163	2243	0	10806	4685
OKAFOEM01 	330	11219	4630	3516	298	597	3692	1866
OKEEDI01  	172	0	888	37	160	0	1162	316
OKEETO01  	6	0	23	7	10	0	28	10
OKORMI01  	407	8810	3355	1391	856	541	2960	1449
OKURME01  	531	15655	7379	3810	921	832	5641	2599
OLAJUHA01 	1238	44223	26946	13747	3058	3667	20991	10749
OLBERMA01 	865	21637	8145	4503	2190	1509	5750	2824
OLBERMA01 	81	2055	795	530	142	141	607	302
OLDHAJA01 	329	5241	1455	1353	162	362	1269	608
OLDHAJO01 	127	0	926	242	226	0	1023	326
OLEYNFR01 	102	1166	508	90	113	0	539	208
OLIVEBR01 	118	1182	389	123	114	78	400	155
OLIVEDE01 	35	231	64	24	44	21	75	24
OLIVEJI01 	78	856	331	80	55	33	332	135
OLIVEJO01 	35	204	44	20	3	15	42	13
OLLIEKE01 	637	10043	2452	993	1481	486	2015	827
OLLRIGE01 	14	0	44	0	24	0	72	17
OLOWOMI01 	500	13131	4135	3414	327	898	4109	1788
OLSENEN01 	84	1375	343	374	249	0	330	158
OLSENEN01 	380	4297	1613	1138	299	0	1569	663
OMALGR01  	24	113	50	26	10	0	60	21
ONEAJE01  	792	22462	11302	6016	1188	1574	9432	4344
ONEASH01  	1117	39925	27619	12566	2920	3149	18793	10934
ONEIMI01  	4	50	12	9	3	0	17	4
ORMSBA01  	64	916	181	158	49	0	246	76
ORMSBA01  	77	2091	701	347	182	0	695	272
ORRJO01   	34	0	92	0	20	0	118	40
ORRLO01   	569	13353	5545	2117	853	788	4539	2125
ORTIZJO01 	64	391	183	73	18	41	167	74
OSBORCH01 	4	21	5	9	1	0	8	1
OSHEKE01  	174	2368	911	402	358	0	922	311
OSHIGA01  	9	0	4	0	1	0	11	2
OSTERGR01 	756	14758	3512	4145	443	684	2757	1339
OSTERWA01 	204	5187	1436	1218	346	0	1358	453
OSULDA01  	45	297	80	65	10	12	68	27
OTHICMA01 	4	39	8	2	7	4	5	3
OTTENDO01 	219	2173	2294	928	297	0	1850	660
OTTENMA01 	59	0	142	0	36	0	155	51
OUTLABO01 	914	20745	4969	4452	1441	1052	3537	2006
OUTLATR01 	366	7931	3500	1238	313	344	3023	1347
OVERTCL01 	15	182	58	25	15	0	75	19
OVERTDO01 	499	7275	2253	654	1038	473	2134	880
OWENSAN01 	54	601	192	68	55	37	182	67
OWENSBI01 	600	17610	7026	4016	1704	1310	5968	2873
OWENSCH01 	1	6	4	1	0	1	3	2
OWENSED01 	8	63	21	10	5	3	21	9
OWENSJA01 	90	626	470	102	137	0	540	169
OWENSJI01 	58	533	177	52	64	0	184	77
OWENSKE01 	20	80	26	15	3	2	32	9
OWENSTO01 	488	11471	5612	3010	984	888	4335	2201
OWENSTO01 	389	9365	4286	2975	549	654	3310	1723
OWESRA01  	57	592	177	163	15	23	180	75
OYEDEOL01 	93	586	127	196	11	30	101	50
PACEJO01  	79	557	255	168	27	44	195	91
PACHUZA01 	422	8953	3241	2349	401	606	2389	1092
PACKRO01  	552	11463	4921	1112	2556	1320	4090	1739
PACKWA01  	21	189	61	20	13	13	60	23
PADDIGE01 	129	1625	715	184	134	93	725	305
PADGESC01 	448	5617	1874	1227	325	253	1658	679
PAGETDA01 	5	34	5	3	6	3	9	1
PAINEFR01 	3	0	7	0	1	0	19	3
PALACMI01 	470	8413	2243	831	1194	596	2060	863
PALAZTO01 	324	4344	2382	1113	233	0	2429	937
PALMEER01 	63	1191	500	471	91	78	453	165
PALMEJI01 	196	3794	1595	1040	165	0	1517	627
PALMEJO01 	148	0	1737	0	187	0	1916	624
PALMEWA01 	48	209	100	65	11	10	102	42
PANKOAN01 	1	1	0	0	0	0	0	0
PARGOJA01 	315	5116	2161	492	673	390	2136	845
PARHAES01 	133	0	716	12	286	0	832	264
PARISRO01 	1611	45712	23334	14715	2180	3183	17914	9614
PARKEAN01 	291	8091	2916	987	634	294	2391	1094
PARKESO01 	452	10916	4471	1841	954	619	3715	1862
PARKETO01 	612	20339	10219	1903	3455	1534	8284	4061
PARKEWI01 	274	7069	2469	659	791	496	2129	908
PARKHBA01 	173	3116	970	224	386	279	1048	418
PARKIJA01 	4	0	3	0	2	0	12	1
PARKME01  	313	5632	1924	967	532	0	1782	675
PARKSCH01 	472	7460	2056	1703	265	281	1848	868
PARKSCH02 	2	5	0	0	0	0	1	0
PARKSRI01 	40	374	131	116	14	19	133	59
PARRADO01 	58	0	272	0	20	0	413	110
PARRJA01  	66	1037	262	278	51	0	307	109
PARSLCH01 	9	0	22	0	8	0	31	8
PASPAZA01 	28	181	72	30	10	21	79	27
PASSAMA01 	62	0	151	0	26	0	278	65
PASTUGE01 	39	0	121	0	15	0	183	48
PATRIMY01 	3	9	5	2	1	1	5	2
PATRIST01 	53	0	321	0	74	0	294	116
PATTEAN01 	40	304	120	67	16	23	101	46
PATTEGE01 	59	559	120	159	51	0	133	44
PATTERU01 	649	15950	6953	2697	1150	1166	5180	2678
PATTEST01 	350	5582	1552	1632	443	0	1667	672
PATTETO01 	25	100	56	24	5	0	50	21
PATTEWO01 	4	3	7	2	2	0	8	3
PAULCH01  	301	11177	5827	1433	2966	776	4364	2049
PAULKCH01 	120	1641	741	462	41	0	809	317
PAULSJE01 	6	68	20	10	4	0	23	8
PAULTBI01 	637	13630	5432	3553	1043	672	4657	2285
PAULTBI01 	487	16762	7667	5406	1163	982	6276	3149
PAVLOAL01 	380	6563	2201	723	392	361	2019	831
PAXSOJI01 	784	21357	11199	1593	2300	1144	9134	4545
PAXSOJI02 	138	3069	1105	616	225	0	1124	363
PAXSOJO01 	772	17257	5560	906	2758	651	4812	2403
PAYAKJO01 	120	1470	753	114	226	0	704	226
PAYNEKE01 	144	1167	508	170	61	67	532	218
PAYNETO01 	29	227	119	69	15	0	103	45
PAYTOGA01 	1335	47123	21813	5269	8964	3030	18698	8708
PAYTOME01 	111	1895	595	396	126	0	625	227
PEARCGE01 	37	0	94	0	13	0	130	31
PEARCHE01 	29	0	73	0	7	0	108	24
PecheOl01 	67	597	241	142	9	27	226	83
PECKWI01  	52	628	180	183	33	48	169	73
PEEKRI01  	51	759	237	197	22	49	209	101
PEELEAN01 	827	20463	8017	2136	1956	1019	7255	3101
PEEPLGE01 	309	6935	2502	2242	304	159	2111	931
PELKIJA01 	54	0	597	0	131	0	469	193
PELLOSA01 	196	2911	863	685	95	176	755	350
PENBEMI01 	56	863	272	65	73	34	224	93
PENDEJE01 	11	68	27	5	4	9	30	8
PENIGDE01 	10	89	32	24	3	6	28	14
PENNEKI01 	6	30	5	2	2	5	9	2
PEPLOMI01 	68	705	194	176	26	38	151	84
PERDUWI01 	792	12360	3740	3912	595	813	2943	1517
PERKIKE01 	364	7661	2039	2059	367	558	1496	823
PERKISA01 	1286	36598	15324	7661	1975	1586	11984	5498
PERKIWA01 	126	0	767	319	257	0	850	263
PerovKo01 	7	38	10	13	1	1	10	3
PERRYAU01 	21	415	181	105	20	34	186	81
PERRYCU01 	480	13656	4578	4239	906	63	4188	1904
PERRYEL01 	549	9501	3449	741	1705	780	2944	1353
PERRYRO01 	187	5032	2228	517	420	370	2210	845
PERRYTI01 	481	9436	3283	1911	436	491	2710	1313
PERSOCH01 	943	28941	13858	4763	2645	1952	12176	5576
PERSOWE01 	733	20725	8192	2402	1234	680	6843	3128
PETERBO01 	103	1342	479	389	78	0	482	186
PETERED01 	115	0	804	288	99	0	774	297
PETERJI01 	491	9802	3397	2354	487	662	2821	1371
PETERLO01 	69	530	199	67	48	0	199	77
PETERME01 	132	2351	1030	634	160	157	1054	465
PETERME01 	2	3	2	1	0	0	1	1
PETERMO01 	661	18378	7297	2354	1048	689	6261	2629
PETRIGE01 	446	16787	9732	1271	2057	0	8719	3970
PETRODR01 	290	7669	4461	669	701	596	3369	1705
PETROJO01 	270	4660	1449	1160	108	243	1355	636
PETRURI01 	22	92	53	31	1	15	46	20
PETTIBO01 	792	30690	20880	12849	2369	0	16872	7349
PETTWJE01 	87	1836	792	303	120	98	961	326
PHEGLRO01 	345	5803	3011	702	486	422	2585	1216
PHELAJA01 	55	0	226	0	57	0	268	87
PHELAJI01 	4	33	3	5	2	0	6	0
PHELPDE01 	3	5	0	0	1	0	1	0
PHELPMI01 	132	1372	470	141	138	96	469	195
PHILLAN01 	701	15378	6384	2395	3759	0	6318	2323
PHILLBO01 	467	13426	5153	1469	1246	711	4416	1957
PHILLED01 	48	416	152	77	29	50	138	56
PHILLGA01 	348	6932	2319	903	665	0	2500	926
PHILLGE01 	31	184	78	21	14	8	81	30
PIATKER01 	789	14613	5919	1716	778	628	4711	2044
PIATKWA01 	157	3149	1465	617	89	103	1507	617
PIERCPA01 	813	30528	18603	5103	3183	2488	13760	6096
PIERCRI01 	969	23666	14467	2296	1825	1453	10924	5391
PIETKST01 	96	1070	376	93	174	74	325	149
PIETRMI01 	364	7856	3179	1217	329	419	2550	1111
PILCHJO01 	9	41	5	9	2	0	10	1
PINCKED01 	793	15698	5378	3952	727	845	3577	1915
PinknKe01 	6	99	31	15	5	4	27	12
PINONJO01 	7	65	20	10	3	5	13	7
PIONTDA01 	413	7623	2955	1770	478	0	3054	1194
PIOTRTO01 	18	78	30	16	5	6	26	12
PIPPESC01 	1178	41069	18940	7494	6135	3257	15700	7420
PITTMCH01 	234	3292	1060	718	204	310	694	379
PLANIZO01 	148	1580	561	198	165	120	486	197
PLUMMGA01 	126	1439	531	307	66	128	460	198
PODKOPA01 	6	28	4	9	0	4	2	0
POLEEDW01 	1	6	2	0	0	1	4	1
POLLAJI01 	438	9391	5762	2487	1417	0	6379	2299
POLLASC01 	506	8373	2222	2351	220	304	1738	858
POLSORA01 	49	810	191	211	24	0	179	65
POLYNOL01 	1058	24885	8265	7110	744	1170	7037	3557
PONDECL01 	197	2856	778	747	218	30	722	300
POPEDA01  	33	203	62	29	9	9	73	26
POPEMA01  	153	1636	285	261	63	47	289	116
POPSODA01 	41	196	76	46	13	20	79	32
POQUEBE01 	718	15763	4899	3731	872	686	4092	1975
PORTECH01 	51	1147	440	189	61	59	445	173
PORTEHO01 	457	8534	4215	1872	211	55	3922	1838
PORTEKE01 	659	19107	7645	1179	5314	1133	6617	3194
PORTETE01 	1274	35356	15586	3872	7160	2666	11734	5428
PORTEWI01 	69	1442	722	504	65	166	598	253
PORTMBO01 	221	2937	1254	729	128	0	1172	519
POSEYJA01 	738	20684	6780	3585	1262	906	5505	2288
POSTELA01 	61	446	195	45	13	35	176	59
POSTLJO01 	1	6	2	6	1	1	3	1
POTAPVI01 	610	11605	3995	2725	418	786	3424	1639
POWELCI01 	599	18636	9746	4582	1330	994	8098	3823
PoweLe01  	188	2759	1247	791	71	166	783	410
POWELJO01 	198	2717	829	676	104	167	728	331
PowelKa01 	11	304	84	44	18	5	95	35
PowelRo01 	3	13	2	3	0	3	3	0
PRADDMA01 	79	448	332	76	26	52	246	108
PRATTMI01 	143	2102	806	383	286	81	717	306
PRESSDO01 	13	124	23	15	26	11	31	9
PRESSHA01 	299	6802	2702	1339	628	410	2458	1075
PRESSPA01 	724	19659	7664	2798	3715	1700	5890	2855
PREVIST01 	30	147	55	14	24	13	60	23
PRICEBR01 	418	7006	2481	684	1236	627	1918	818
PRICEJI01 	510	12815	5088	1566	1886	275	4798	2129
PRICEMA01 	722	21561	10989	1848	4863	1789	8345	3939
PRICEMI01 	123	1067	397	157	90	4	405	163
PRICERO01 	199	2037	687	201	245	134	637	253
PRICETO01 	5	29	4	0	3	2	7	2
PRIDDBO01 	16	149	36	36	7	0	38	14
PRINCTA01 	534	17828	6754	2519	1395	656	5760	2654
PRITCJO01 	7	0	22	0	8	0	29	9
PRITCKE01 	94	1125	340	90	152	82	298	119
PROFILA01 	135	1534	441	209	166	116	413	173
PruitGa01 	62	456	125	51	52	24	140	45
PRZYBJO01 	487	10012	2047	3121	225	480	1439	802
PUGHLE01  	116	0	712	0	75	0	829	236
PUGHRO01  	23	0	32	0	9	0	51	13
PULLAAN01 	8	37	17	8	2	5	18	8
PUTMADO01 	216	0	1030	0	285	0	1564	410
QUICKBO01 	142	1925	848	395	94	4	650	295
QUINNBR01 	138	1530	474	224	76	72	485	201
QuinnCh01 	168	2714	945	223	374	109	793	324
RACKLLU01 	57	893	418	287	36	50	344	170
RACKLLU01 	221	3443	1337	1003	143	0	1146	517
RADERHO01 	13	0	17	0	14	0	45	7
RADFOMA01 	97	808	347	76	161	116	272	138
RADFOWA01 	52	649	202	68	57	45	175	83
RADJADI01 	224	7308	3733	1883	356	495	3052	1516
RADMAVL01 	548	13205	4998	2223	811	694	4347	1822
RADOJAL01 	15	152	26	36	7	20	26	8
RADOVFR01 	37	175	87	51	4	0	93	37
RADOVMO01 	4	33	14	1	8	0	13	5
RADZIRA01 	1	6	0	2	1	0	3	0
RAGELRA01 	51	337	68	76	31	0	96	25
RAIKESH01 	6	63	9	8	6	0	21	3
RAINSED01 	83	929	287	124	62	50	260	110
RAKOCIG01 	42	244	78	17	33	23	58	22
RAMBIKU01 	880	16299	4603	4961	931	1033	3376	1802
RAMOSPE01 	6	20	11	4	0	3	10	5
RAMSECA01 	13	222	103	73	12	0	107	41
RAMSEFR01 	623	15330	8378	3410	1134	0	7382	2949
RAMSERA01 	2	0	2	0	0	0	1	0
RANDAMA01 	127	883	332	160	56	53	289	128
RandoAn01 	63	1126	499	363	49	80	431	199
RANDOSH01 	89	731	215	216	26	38	172	79
RANDOZA01 	507	15199	8460	4201	838	1117	7178	3344
RANKWA01  	25	153	55	30	17	26	57	21
RANSEKE01 	474	11586	5380	901	2480	958	4861	2207
RANZISA01 	39	234	86	39	25	0	90	30
RASCOBO01 	159	2887	1228	438	208	179	1061	450
RASMUBL01 	532	11409	5119	3006	467	460	4767	2248
RATKOGE01 	343	5863	3141	1937	791	0	2687	999
RATLEED01 	338	8433	2813	1363	896	67	2554	1160
RATLIMI01 	60	685	241	194	38	0	235	98
RATLITH01 	751	19627	5629	4426	437	957	4293	2136
RAUTILE01 	32	208	48	35	32	20	60	21
RayAl01   	47	710	290	69	43	42	259	100
RAYCL01   	784	19940	5821	6953	1728	532	4450	2333
RAYDO01   	61	0	364	0	60	0	403	130
RAYJA01   	103	843	334	228	76	100	318	136
RAYJI01   	8	64	9	5	5	0	17	3
RAYLJI01  	101	2760	1125	305	273	243	1021	389
RAYMOCR01 	214	4515	1603	1442	319	106	1408	644
RAYMOCR01 	27	177	55	68	8	0	64	22
REACO01   	20	154	23	31	16	0	43	9
REAVEJO01 	19	210	80	54	7	17	81	36
REBRAZE01 	215	3279	1276	688	88	203	926	488
RECASEL01 	296	5121	1732	534	522	305	1478	629
REDDMI01  	550	18696	11295	2271	1254	907	8787	3970
REDDOFR01 	7	18	13	9	0	0	6	5
RedicJJ01 	140	2014	774	184	125	90	602	245
REDMOMA01 	77	1057	499	161	77	76	525	222
REEDHU01  	479	7870	2618	2449	367	0	2481	1081
REEDJU01  	135	1432	472	186	68	79	431	174
REEDRO01  	118	2245	951	762	173	0	1124	409
REEDWI01  	650	23073	12183	8414	1186	0	10202	4859
REEVEBR01 	395	12071	4947	2745	623	744	4209	2000
REEVEKH01 	277	5837	2167	580	886	446	1788	744
REGANRI01 	215	5494	1785	554	629	0	2030	699
REHFEDO01 	98	788	692	494	118	0	711	263
REIDBI01  	59	597	190	60	71	78	185	84
REIDDO01  	403	5374	1454	1169	143	253	1099	583
REIDJI01  	6	52	21	11	3	0	20	10
REIDJR01  	672	15370	5680	3381	639	947	4594	2168
REIDRO01  	919	25109	10448	4168	2500	1319	9706	4443
REINEJA01 	46	385	54	109	14	23	73	25
REISEJO01 	171	0	1773	0	346	0	1927	618
RELLFRI01 	4	42	16	7	1	4	8	5
RENCHTE01 	36	405	106	44	54	43	100	33
RENNIJO01 	6	54	11	9	1	0	18	4
RENSBRO01 	3	0	0	0	0	0	7	0
RENTZEF01 	35	144	52	26	7	4	59	20
RESPESH01 	172	2350	851	226	177	125	760	315
RESTAKE01 	550	10114	3386	2206	747	330	3134	1522
REYNOGE01 	10	44	21	14	12	0	19	8
REYNOJE01 	443	8379	4036	1317	904	718	3399	1420
RHINEKE01 	125	2668	786	1039	181	155	787	305
RHODEGE01 	65	1162	337	98	91	0	342	109
RHODERO01 	72	1234	380	88	121	119	360	125
RICEGL01  	1000	34985	18336	4387	2097	1733	14867	6776
RichaCh01 	52	556	98	135	18	23	87	41
RICHACL01 	586	11818	4084	1378	1461	751	3761	1742
RICHAJA01 	592	21112	11008	3123	1798	1214	9517	4173
RichaJe01 	44	244	86	25	5	10	99	33
RICHAMI01 	556	18589	8253	3056	3899	1854	7479	3419
RICHANO01 	11	67	30	8	2	3	26	10
RICHAPO01 	639	19398	7083	1807	4180	1165	6867	3046
RICHAQU01 	601	16857	6885	2980	968	742	6336	2519
RICHMMI01 	976	34316	20497	3801	3398	2579	16038	7305
RICHTJO01 	66	808	285	312	27	0	332	113
RICKEDI01 	212	5677	1974	1337	447	0	2285	749
RIDERIS01 	563	17851	9405	2166	1535	1425	8085	3583
RIDGLJA01 	32	107	57	15	7	0	44	19
RIDNOLU01 	434	11665	3976	1023	2170	755	3572	1476
RIEBEME01 	146	0	1575	0	212	0	2140	650
RIEDYBO01 	23	331	131	68	5	21	129	45
RIFFEJI01 	35	0	150	61	16	0	185	65
RIGAUAN01 	11	91	17	8	6	6	35	8
RIKERTO01 	82	605	225	138	24	0	200	76
RILEYBO01 	7	39	13	12	1	0	9	4
RILEYER01 	186	1845	574	479	60	126	478	218
RILEYPA01 	528	8187	3906	855	913	0	3914	1619
RILEYRO01 	264	4852	1542	1368	318	0	1586	665
RINALRI01 	84	881	405	98	74	1	424	165
RIORDMI01 	639	15890	6334	1830	1524	0	5894	2773
RISENAR01 	637	12690	7633	5011	1058	0	6850	2610
RITTEGO01 	151	0	789	65	145	0	753	262
RIVASRA01 	28	91	40	24	3	9	31	12
RIVERDA01 	114	1286	383	147	282	166	349	139
RIVERDO01 	864	23568	9377	2625	4889	1651	7416	3295
ROBBIAU01 	586	18745	7703	6155	1001	593	6454	3005
ROBBILE01 	47	0	224	0	19	0	285	81
ROBERAL01 	779	24669	10882	4066	3930	2116	9245	4412
ROBERAN01 	213	3867	1658	837	265	256	1650	679
ROBERAN02 	65	594	265	49	35	24	255	102
ROBERBI01 	117	0	404	0	65	0	489	166
ROBERFR01 	818	14703	5962	2308	977	969	4496	2257
ROBERJO01 	181	2908	1118	936	109	0	1166	446
ROBERJO01 	37	564	137	139	14	30	146	54
ROBERLA01 	86	1157	334	309	35	41	252	114
ROBERMA01 	374	7534	3287	1545	498	487	3026	1317
ROBERMA01 	28	209	58	25	19	0	76	27
ROBEROS01 	1040	43886	26710	7804	9887	0	19620	9508
ROBERRI01 	423	10356	3826	3522	591	0	3369	1483
ROBERRY01 	1	25	5	0	0	0	6	2
ROBERST01 	300	5869	2555	1549	189	370	2124	1059
ROBERTE01 	3	13	0	1	1	2	2	0
ROBERTO01 	75	1003	409	80	107	96	421	183
ROBEYRI01 	493	8824	3723	2301	611	771	2993	1498
ROBINBE01 	128	1912	576	315	126	110	508	212
ROBINBI01 	529	11432	5541	3209	560	769	4533	2185
ROBINCH01 	76	1095	350	117	104	67	356	134
ROBINCL01 	629	19284	10823	5237	1249	1571	9596	4493
ROBINCL02 	1380	42555	19591	6306	3094	2502	16875	7389
ROBINDA01 	987	34269	20790	10497	2441	2417	14221	7365
ROBINED01 	278	5345	1938	764	252	215	1681	852
ROBINFL01 	494	11569	7147	1294	1516	0	6082	2775
ROBINFL01 	49	779	430	78	112	50	405	185
ROBINGL01 	688	25343	14232	4187	1879	2147	12128	5570
ROBINJA01 	22	185	83	27	13	14	67	31
ROBINJA02 	6	72	6	11	2	3	22	3
ROBINJA03 	381	6936	2882	660	715	504	2662	1050
ROBINLA01 	89	1202	400	167	82	66	398	153
ROBINNA01 	282	6992	3500	831	750	428	2898	1237
ROBINOL01 	35	147	101	17	21	13	97	35
ROBINRO01 	72	1272	437	308	53	75	432	192
ROBINRU01 	336	6098	2546	606	1179	580	2345	1014
ROBINSA01 	134	2858	1223	546	160	24	1196	531
ROBINTR01 	772	25141	11988	7267	1348	1592	9971	4816
ROBINWA01 	81	1592	643	294	112	149	509	234
ROBINWI01 	45	956	389	79	132	92	402	166
ROBISDA01 	422	12224	6155	3553	842	571	4910	2303
ROBISDA01 	508	10556	4426	2620	814	415	3710	1694
ROCHARE01 	586	10507	6362	2747	1153	0	6158	2276
ROCHEJO01 	317	9259	3987	558	1240	735	3318	1557
ROCHEJO01 	162	3450	1358	178	640	240	1084	507
ROCKEJA01 	9	0	17	0	3	0	22	8
ROCKGE01  	11	0	10	0	0	0	18	4
RODGEGU01 	892	28663	10415	3791	6917	0	10908	4125
RODMADE01 	911	28839	6683	11954	1600	1484	5310	2766
RodriSe01 	219	2716	783	279	628	249	764	299
